Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),GridXYZ,BlockXYZ,Name
0.0,464489,39,11910.0,11040.0,10847,16832,1454.8,  23    1    1, 256    1    1,"void k_argsort_f32_i32<(ggml_sort_order)1>(const float *, int *, int, int)"
0.0,439438,3,146479.3,145146.0,143322,150970,3994.5,1024    8    1,  32    4    1,"void mul_mat_vec_q_moe<(ggml_type)21, (int)2, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,416681,120,3472.3,3487.0,3231,4000,192.3,  16    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,404973,40,10124.3,9855.5,9440,12511,652.7,  23    8    1, 256    1    1,"moe_weighted_reduction_f32(const float *, const float *, const float *, float *, long, int)"
0.0,402538,30,13417.9,12735.0,12191,15648,1230.0,  32   23    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,401868,60,6697.8,6335.0,6080,7839,624.2,  16   23    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)0, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,362478,60,6041.3,5664.0,5535,7072,631.5,  20    4    1,  32    4    1,"void mul_mat_q_stream_k_fixup<(ggml_type)22, (int)32, (bool)1>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)"
0.0,299154,120,2493.0,2528.0,2304,2848,121.5,  16    2    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)0, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,282097,81,3482.7,3488.0,3328,3776,92.4,   4    1    1,1024    1    1,"void rms_norm_f32<(int)1024, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,274005,80,3425.1,3424.0,3360,3680,49.7,   1    1    1, 256    1    1,"void mul_mat_vec_f<float, float, (int)2, (int)256, (bool)0, (bool)0>(const T1 *, const float *, const int *, ggml_cuda_mm_fusion_args_device, float *, int, uint3, int, int, int, uint3, int, int, int, uint3, int, int, int, int)"
0.0,253204,80,3165.1,3168.0,3072,3519,56.7,   2    8    1, 256    1    1,"moe_weighted_reduction_f32(const float *, const float *, const float *, float *, long, int)"
0.0,249112,40,6227.8,6255.5,5888,6688,163.6, 512    1    1,  32    1    1,"void dequantize_block_q4_0<__half>(const void *, T1 *, int)"
0.0,242843,120,2023.7,2016.0,1983,2304,46.2,  16    1    1, 256    1    1,"scale_f32(const float *, float *, float, float, long)"
0.0,237495,80,2968.7,2944.0,2880,3296,70.0,  16    1    1, 128    1    1,"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,235129,80,2939.1,2912.0,2880,3264,68.0, 128    1    1, 128    1    1,"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,229714,80,2871.4,2784.0,2719,3328,157.1,  16    1    1, 256    1    1,"void k_get_rows_float<int, int>(const T1 *, const int *, T2 *, long, long, uint3, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
0.0,214780,60,3579.7,3584.0,3296,3936,99.7,  32    2    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,213594,30,7119.8,7008.0,6751,7712,325.7, 368    1    1, 256    1    1,"void unary_gated_op_kernel<&op_silu, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.0,207699,80,2596.2,2560.0,2495,2880,74.8,  16    1    1, 128    1    1,"void k_bin_bcast<&op_add, float, float, float, const float *, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,204250,80,2553.1,2592.0,2336,2848,115.3,  16    2    1, 256    1    1,"quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)"
0.0,202649,39,5196.1,4896.0,4799,6143,542.4,   8    1   23, 256    1    1,"void k_get_rows_float<float, float>(const T1 *, const int *, T2 *, long, long, uint3, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
0.0,200022,40,5000.6,4959.0,4799,5408,186.5, 184    1    1, 128    1    1,"void k_bin_bcast<&op_add, float, float, float, const float *, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,199578,60,3326.3,3247.5,2912,4031,350.1, 184    1    1, 256    1    1,"scale_f32(const float *, float *, float, float, long)"
0.0,198071,40,4951.8,4976.0,3648,6336,716.3,  20    4    1,  32    4    1,"void mul_mat_q_stream_k_fixup<(ggml_type)12, (int)24, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)"
0.0,194806,60,3246.8,3183.5,2975,3744,240.1,  16    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,190265,60,3171.1,3136.0,3072,3904,132.0,  96    1    1, 256    1    1,"scale_f32(const float *, float *, float, float, long)"
0.0,189107,80,2363.8,2367.0,2304,2560,42.7,   2    8    2, 256    1    1,"quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)"
0.0,177466,80,2218.3,2208.0,2175,2496,52.4,   8    2    1, 128    1    1,"void k_bin_bcast<&op_mul, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,174747,80,2184.3,2176.0,2143,2336,32.9,   8    1    2, 256    1    1,"quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)"
0.0,172920,20,8646.0,8319.0,8159,10303,790.2,   2    1    1, 256    1    1,"void k_set_rows_quant<long, block_q4_0, (int)32, &quantize_f32_q4_0_block>(const float *, const T1 *, T2 *, long, long, long, long, long, long, long, long, long, long, long, long, long, long, uint3, uint3, uint3, uint3, uint3)"
0.0,171857,80,2148.2,2144.0,2080,2463,46.5,   2    2    1, 256    1    1,"quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)"
0.0,171388,60,2856.5,2848.0,2656,2976,46.3,  32    1    1, 256    1    1,"void unary_gated_op_kernel<&op_silu, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.0,163222,80,2040.3,2016.5,1984,2336,50.0,   4    1    1, 256    1    1,"void unary_gated_op_kernel<&op_silu, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.0,161786,40,4044.7,3936.0,3616,4800,333.5, 184    1    1, 128    1    1,"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,159739,90,1774.9,1856.0,1536,2015,151.7,   1    1    1, 256    1    1,"void unary_op_kernel<&op_softplus, float>(const T2 *, T2 *, int)"
0.0,152122,60,2535.4,2528.0,2495,2720,45.8,   1    1    1,  16    2    1,"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,152029,60,2533.8,2528.0,2495,2880,52.5,   1    1    1,  16    2    1,"void k_bin_bcast<&op_mul, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,151062,40,3776.6,3872.0,3167,5184,460.8, 256    1    1, 128    1    1,"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,149975,40,3749.4,3664.0,3487,4224,220.1,  23    1    1, 256    1    1,"void mul_mat_vec_f<float, float, (int)1, (int)256, (bool)0, (bool)0>(const T1 *, const float *, const int *, ggml_cuda_mm_fusion_args_device, float *, int, uint3, int, int, int, uint3, int, int, int, uint3, int, int, int, int)"
0.0,147191,20,7359.6,7343.5,7103,7647,142.5, 256    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)12, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,146683,40,3667.1,3584.0,3520,4192,179.6,   1    1    1, 256    1    1,"void mul_mat_vec_f<float, float, (int)4, (int)256, (bool)0, (bool)0>(const T1 *, const float *, const int *, ggml_cuda_mm_fusion_args_device, float *, int, uint3, int, int, int, uint3, int, int, int, uint3, int, int, int, int)"
0.0,144765,60,2412.8,2464.0,2112,2752,178.1,  16    4    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)0, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,137662,40,3441.6,3312.0,3168,3968,266.1,   8    2    1,  32   16    1,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
0.0,137114,66,2077.5,2048.0,2015,2463,83.5,   1    8    1, 256    1    1,"void k_get_rows_float<float, float>(const T1 *, const int *, T2 *, long, long, uint3, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
0.0,127417,30,4247.2,4224.0,4127,4447,87.2,  32    4    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,120536,40,3013.4,2816.0,2751,3871,321.3,  23    8    1, 128    1    1,"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)0, (bool)0>(const float *, const int *, void *, long, long, long, long, long, int, int, int)"
0.0,119771,10,11977.1,11535.5,11136,14047,1087.9,  20    4    8, 256    1    1,"void flash_attn_stream_k_fixup_general<(int)256, (int)4, (int)8>(float *, const float2 *, int, int, int, int, uint3, uint3, uint3, uint3)"
0.0,118618,40,2965.5,3023.5,2752,3263,122.7,   4    8    1, 256    1    1,"moe_weighted_reduction_f32(const float *, const float *, const float *, float *, long, int)"
0.0,116023,40,2900.6,2591.5,2400,4000,529.7,  23    4    1, 128    1    1,"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)1, (bool)0>(const float *, const int *, void *, long, long, long, long, long, int, int, int)"
0.0,111421,40,2785.5,2656.0,2591,3296,264.5,   8   23    1, 128    1    1,"void k_bin_bcast<&op_mul, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,107999,40,2700.0,2688.0,2624,2816,53.6,  32    1    1, 128    1    1,"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,107324,60,1788.7,1792.0,1727,2144,58.8,  32    1    1, 256    1    1,"scale_f32(const float *, float *, float, float, long)"
0.0,107257,40,2681.4,2815.0,2176,3264,288.8,   2    8    4, 256    1    1,"quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)"
0.0,106617,39,2733.8,2592.0,2527,3200,249.1,  23    1    1, 256    1    1,"void soft_max_f32<(bool)1, (int)256, (int)256, float>(const float *, const T4 *, const float *, float *, soft_max_params)"
0.0,102557,10,10255.7,9824.0,9760,12063,944.6,1472    1    1,  64    1    1,"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long)"
0.0,100378,40,2509.5,2496.0,2400,2912,87.9,  32    1    1, 256    1    1,"void k_get_rows_float<int, int>(const T1 *, const int *, T2 *, long, long, uint3, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
0.0,99968,40,2499.2,2560.0,2207,2784,168.4,  16    4    1, 256    1    1,"quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)"
0.0,92958,40,2324.0,2304.0,2272,2464,42.1,  32    1    1, 128    1    1,"void k_bin_bcast<&op_add, float, float, float, const float *, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,89405,10,8940.5,8608.0,8415,10527,815.9,  16   23    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,85595,30,2853.2,2848.0,2784,3040,56.4,  64    1    1, 256    1    1,"void unary_gated_op_kernel<&op_silu, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.0,84891,40,2122.3,1984.0,1920,2720,224.0,  46    1    1, 256    1    1,"void unary_gated_op_kernel<&op_silu, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.0,83998,39,2153.8,2047.0,1983,2497,201.0,  23    1    1, 512    1    1,"void reduce_rows_f32<(bool)0>(const float *, float *, int)"
0.0,82140,10,8214.0,8175.5,8128,8352,75.8, 256    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)12, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,81339,40,2033.5,1952.0,1888,2400,182.7,  23    1    1, 128    1    1,"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)0, (bool)0>(const float *, const int *, void *, long, long, long, long, long, int, int, int)"
0.0,78457,40,1961.4,1952.0,1920,2272,57.5,   8    1    4, 256    1    1,"quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)"
0.0,76095,40,1902.4,1888.0,1856,1984,24.0,   8    4    1, 128    1    1,"void k_bin_bcast<&op_mul, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,72316,39,1854.3,1760.0,1695,2112,158.6,   1    1    1,   4   23    1,"void k_bin_bcast<&op_div, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,71711,40,1792.8,1792.0,1759,1984,41.3,   2    4    1, 256    1    1,"quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)"
0.0,68187,40,1704.7,1696.0,1664,1984,48.1,   8    1    1, 256    1    1,"void unary_gated_op_kernel<&op_silu, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.0,66912,20,3345.6,3328.0,3296,3552,61.0,  16    2    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,65949,20,3297.5,3296.0,3231,3424,46.0, 128    1    1,  64    1    1,"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long)"
0.0,64511,39,1654.1,1568.0,1504,2016,161.6,   1    1    1, 256    1    1,"void op_clamp_kernel<float>(const T1 *, T1 *, T1, T1, int)"
0.0,64220,30,2140.7,2048.0,1983,2432,170.9,   1    3    1,  16    8    1,"void k_bin_bcast<&op_mul, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,64157,30,2138.6,2032.0,1983,2592,186.5,   1    3    1,  16    8    1,"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,62590,30,2086.3,2080.0,2047,2368,59.7,   1    1    1,  16    4    1,"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,62496,30,2083.2,2080.0,2047,2336,52.7,   1    1    1,  16    4    1,"void k_bin_bcast<&op_mul, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.0,57822,30,1927.4,1871.5,1536,2272,157.8,   3    1    1, 256    1    1,"void unary_op_kernel<&op_sigmoid, float>(const T2 *, T2 *, int)"
0.0,56543,10,5654.3,5456.0,5344,6496,438.6, 368    1    1, 256    1    1,"void unary_gated_op_kernel<&op_sigmoid, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.0,55679,12,4639.9,4608.0,3744,5535,523.5,  20    4    1,  32    4    1,"void mul_mat_q_stream_k_fixup<(ggml_type)21, (int)24, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)"
0.0,54686,20,2734.3,2720.0,2656,3007,73.6,  32    1    1,   1  256    1,"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool, bool)"
0.0,53919,10,5391.9,5168.0,5087,6368,495.2, 368    1    1,   1  256    1,"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool, bool)"
0.0,53626,20,2681.3,2687.0,2624,2784,33.8,   2    2    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,52763,20,2638.2,2624.0,2591,2911,71.3,   2    2    8, 256    1    1,"void flash_attn_stream_k_fixup_uniform<(int)256, (int)2, (int)8>(float *, const float2 *, int, int, int, int, int, int, uint3, uint3, uint3)"
0.0,50528,30,1684.3,1569.0,1536,1920,155.0,   3    1    1, 256    1    1,"void unary_op_kernel<&op_softplus, float>(const T2 *, T2 *, int)"
0.0,47105,20,2355.3,2336.0,2272,2592,80.0,   4    1    1,   1  256    1,"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool, bool)"
0.0,44702,20,2235.1,2208.0,2176,2560,80.0,   8    1    1,  32    4    1,"void fwht_cuda<(int)256>(const float *, float *, long, float)"
0.0,44543,20,2227.2,2208.0,2208,2272,24.1,  32    1    1, 256    1    1,"void unary_gated_op_kernel<&op_sigmoid, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.0,42463,20,2123.2,2080.0,2079,2432,106.4,  32    1    1,  32    4    1,"void fwht_cuda<(int)64>(const float *, float *, long, float)"
0.0,40861,10,4086.1,4127.5,3808,4192,117.7,   2    4    8, 256    1    1,"void flash_attn_stream_k_fixup_uniform<(int)256, (int)4, (int)8>(float *, const float2 *, int, int, int, int, int, int, uint3, uint3, uint3)"
0.0,39614,10,3961.4,3840.5,3648,4608,333.7, 368    1    1,  32    4    1,"void fwht_cuda<(int)64>(const float *, float *, long, float)"
0.0,39231,20,1961.6,1952.0,1920,1985,18.4,   4    1    1,  32    4    1,"void fwht_cuda<(int)64>(const float *, float *, long, float)"
0.0,34976,10,3497.6,3408.5,3167,4160,319.7,  92    1    1,  32    4    1,"void fwht_cuda<(int)256>(const float *, float *, long, float)"
0.0,33793,10,3379.3,3344.0,3296,3647,108.7, 256    1    1,  64    1    1,"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long)"
0.0,32478,10,3247.8,3216.0,3199,3360,60.9,  16    4    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,25888,10,2588.8,2512.0,2464,2976,206.0,   2   23    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,23745,10,2374.5,2368.0,2336,2432,33.1,  64    1    1,   1  256    1,"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool, bool)"
0.0,22752,10,2275.2,2272.0,2208,2336,53.2,  64    1    1,  32    4    1,"void fwht_cuda<(int)64>(const float *, float *, long, float)"
0.0,22720,10,2272.0,2272.0,2208,2368,45.3,   2    4    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,22016,10,2201.6,2112.0,2080,2528,177.1,  46    1    1,   1  256    1,"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool, bool)"
0.0,20413,10,2041.3,2048.0,2015,2079,20.1,  64    1    1, 256    1    1,"void unary_gated_op_kernel<&op_sigmoid, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.0,19678,10,1967.8,1968.0,1888,2016,48.3,   8    1    1,   1  256    1,"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool, bool)"
0.0,19391,10,1939.1,1856.0,1824,2304,177.4,  12    1    1,  32    4    1,"void fwht_cuda<(int)256>(const float *, float *, long, float)"
0.0,19296,10,1929.6,1920.0,1888,1984,30.4,  16    1    1,  32    4    1,"void fwht_cuda<(int)256>(const float *, float *, long, float)"
0.0,18590,10,1859.0,1792.0,1759,2144,152.1,  46    1    1,  32    4    1,"void fwht_cuda<(int)64>(const float *, float *, long, float)"
0.0,18303,10,1830.3,1824.0,1792,1856,20.3,   2    1    1,  32    4    1,"void fwht_cuda<(int)256>(const float *, float *, long, float)"
0.0,16541,10,1654.1,1663.0,1631,1696,21.6,   8    1    1,  32    4    1,"void fwht_cuda<(int)64>(const float *, float *, long, float)"
0.0,4832,1,4832.0,4832.0,4832,4832,0.0,   3    1    1,  32    8    1,"void topk_moe_cuda<(int)256, (bool)0>(const float *, float *, int *, float *, int, int, float, float, topk_moe_config)"
